"knr","kname","month","age","unemp"
"867","1026","Åseral (-2019)","1999M03","15-74 years",1.7
"868","1026","Åseral (-2019)","1999M04","15-74 years",1.7
"869","1026","Åseral (-2019)","1999M05","15-74 years",1.4
"870","1026","Åseral (-2019)","1999M06","15-74 years",1
"871","1026","Åseral (-2019)","1999M07","15-74 years",1.2
"872","1026","Åseral (-2019)","1999M08","15-74 years",1
"873","1026","Åseral (-2019)","1999M09","15-74 years",0.5
"874","1026","Åseral (-2019)","1999M10","15-74 years",0.7
"875","1026","Åseral (-2019)","1999M11","15-74 years",1
"876","1026","Åseral (-2019)","1999M12","15-74 years",1
"877","1026","Åseral (-2019)","2000M01","15-74 years",1.2
"878","1026","Åseral (-2019)","2000M02","15-74 years",1
"879","1026","Åseral (-2019)","2000M03","15-74 years",1.4
"880","1026","Åseral (-2019)","2000M04","15-74 years",1.4
"881","1026","Åseral (-2019)","2000M05","15-74 years",1
"882","1026","Åseral (-2019)","2000M06","15-74 years",1.2
"883","1026","Åseral (-2019)","2000M07","15-74 years",1.2
"884","1026","Åseral (-2019)","2000M08","15-74 years",1
"885","1026","Åseral (-2019)","2000M09","15-74 years",1
"886","1026","Åseral (-2019)","2000M10","15-74 years",1
"887","1026","Åseral (-2019)","2000M11","15-74 years",1.2
"888","1026","Åseral (-2019)","2000M12","15-74 years",1.7
"889","1026","Åseral (-2019)","2001M01","15-74 years",1.5
"890","1026","Åseral (-2019)","2001M02","15-74 years",0.7
"891","1026","Åseral (-2019)","2001M03","15-74 years",1.2
"892","1026","Åseral (-2019)","2001M04","15-74 years",0.5
"893","1026","Åseral (-2019)","2001M05","15-74 years",1
"894","1026","Åseral (-2019)","2001M06","15-74 years",0.2
"895","1026","Åseral (-2019)","2001M07","15-74 years",0.2
"896","1026","Åseral (-2019)","2001M08","15-74 years",0.2
"897","1026","Åseral (-2019)","2001M09","15-74 years",0.7
"898","1026","Åseral (-2019)","2001M10","15-74 years",1
"899","1026","Åseral (-2019)","2001M11","15-74 years",1
"900","1026","Åseral (-2019)","2001M12","15-74 years",1.7
"901","1026","Åseral (-2019)","2002M01","15-74 years",2
"902","1026","Åseral (-2019)","2002M02","15-74 years",1.5
"903","1026","Åseral (-2019)","2002M03","15-74 years",1
"904","1026","Åseral (-2019)","2002M04","15-74 years",1.5
"905","1026","Åseral (-2019)","2002M05","15-74 years",1.3
"906","1026","Åseral (-2019)","2002M06","15-74 years",1.8
"907","1026","Åseral (-2019)","2002M07","15-74 years",1.5
"908","1026","Åseral (-2019)","2002M08","15-74 years",1.5
"909","1026","Åseral (-2019)","2002M09","15-74 years",1.3
"910","1026","Åseral (-2019)","2002M10","15-74 years",1.5
"911","1026","Åseral (-2019)","2002M11","15-74 years",1.8
"912","1026","Åseral (-2019)","2002M12","15-74 years",2.8
"913","1026","Åseral (-2019)","1999M01","15-29 years",3.3
"914","1026","Åseral (-2019)","1999M02","15-29 years",2.2
"915","1026","Åseral (-2019)","1999M03","15-29 years",1.1
"916","1026","Åseral (-2019)","1999M04","15-29 years",2.2
"917","1026","Åseral (-2019)","1999M05","15-29 years",4.4
"918","1026","Åseral (-2019)","1999M06","15-29 years",1.1
"919","1026","Åseral (-2019)","1999M07","15-29 years",1.1
"920","1026","Åseral (-2019)","1999M08","15-29 years",1.1
"921","1026","Åseral (-2019)","1999M09","15-29 years",1.1
"922","1026","Åseral (-2019)","1999M10","15-29 years",0
"923","1026","Åseral (-2019)","1999M11","15-29 years",0
"924","1026","Åseral (-2019)","1999M12","15-29 years",0
"925","1026","Åseral (-2019)","2000M01","15-29 years",0
"926","1026","Åseral (-2019)","2000M02","15-29 years",0
"927","1026","Åseral (-2019)","2000M03","15-29 years",0
"928","1026","Åseral (-2019)","2000M04","15-29 years",1.1
"929","1026","Åseral (-2019)","2000M05","15-29 years",1.1
"930","1026","Åseral (-2019)","2000M06","15-29 years",2.3
"931","1026","Åseral (-2019)","2000M07","15-29 years",1.1
"932","1026","Åseral (-2019)","2000M08","15-29 years",1.1
"933","1026","Åseral (-2019)","2000M09","15-29 years",1.1
"934","1026","Åseral (-2019)","2000M10","15-29 years",1.1
"935","1026","Åseral (-2019)","2000M11","15-29 years",0
"936","1026","Åseral (-2019)","2000M12","15-29 years",1.1
"937","1026","Åseral (-2019)","2001M01","15-29 years",0
"938","1026","Åseral (-2019)","2001M02","15-29 years",0
"939","1026","Åseral (-2019)","2001M03","15-29 years",0
"940","1026","Åseral (-2019)","2001M04","15-29 years",0
"941","1026","Åseral (-2019)","2001M05","15-29 years",2.3
"942","1026","Åseral (-2019)","2001M06","15-29 years",1.2
"943","1026","Åseral (-2019)","2001M07","15-29 years",0
"944","1026","Åseral (-2019)","2001M08","15-29 years",1.2
"945","1026","Åseral (-2019)","2001M09","15-29 years",1.2
"946","1026","Åseral (-2019)","2001M10","15-29 years",0
"947","1026","Åseral (-2019)","2001M11","15-29 years",1.2
"948","1026","Åseral (-2019)","2001M12","15-29 years",1.2
"949","1026","Åseral (-2019)","2002M01","15-29 years",2.8
"950","1026","Åseral (-2019)","2002M02","15-29 years",4.3
"951","1026","Åseral (-2019)","2002M03","15-29 years",0
"952","1026","Åseral (-2019)","2002M04","15-29 years",1.4
"953","1026","Åseral (-2019)","2002M05","15-29 years",1.4
"954","1026","Åseral (-2019)","2002M06","15-29 years",4.3
"955","1026","Åseral (-2019)","2002M07","15-29 years",0
"956","1026","Åseral (-2019)","2002M08","15-29 years",0
"957","1026","Åseral (-2019)","2002M09","15-29 years",1.4
"958","1026","Åseral (-2019)","2002M10","15-29 years",1.4
"959","1026","Åseral (-2019)","2002M11","15-29 years",1.4
"960","1026","Åseral (-2019)","2002M12","15-29 years",2.8
"961","1027","Audnedal (1964-2019)","1999M01","15-74 years",2.1
"962","1027","Audnedal (1964-2019)","1999M02","15-74 years",0.9
"963","1027","Audnedal (1964-2019)","1999M03","15-74 years",1
"964","1027","Audnedal (1964-2019)","1999M04","15-74 years",1.4
"965","1027","Audnedal (1964-2019)","1999M05","15-74 years",0.7
"966","1027","Audnedal (1964-2019)","1999M06","15-74 years",0.8
"967","1027","Audnedal (1964-2019)","1999M07","15-74 years",1.8
"968","1027","Audnedal (1964-2019)","1999M08","15-74 years",1.6
"969","1027","Audnedal (1964-2019)","1999M09","15-74 years",0.9
"970","1027","Audnedal (1964-2019)","1999M10","15-74 years",1
"971","1027","Audnedal (1964-2019)","1999M11","15-74 years",0.8
"972","1027","Audnedal (1964-2019)","1999M12","15-74 years",0.7
"973","1027","Audnedal (1964-2019)","2000M01","15-74 years",1.3
"974","1027","Audnedal (1964-2019)","2000M02","15-74 years",0.9
"975","1027","Audnedal (1964-2019)","2000M03","15-74 years",1.5
"976","1027","Audnedal (1964-2019)","2000M04","15-74 years",1.5
"977","1027","Audnedal (1964-2019)","2000M05","15-74 years",1.2
"978","1027","Audnedal (1964-2019)","2000M06","15-74 years",1.5
"979","1027","Audnedal (1964-2019)","2000M07","15-74 years",1.2
"980","1027","Audnedal (1964-2019)","2000M08","15-74 years",1.2
"981","1027","Audnedal (1964-2019)","2000M09","15-74 years",0.7
"982","1027","Audnedal (1964-2019)","2000M10","15-74 years",0.7
"983","1027","Audnedal (1964-2019)","2000M11","15-74 years",0.9
"984","1027","Audnedal (1964-2019)","2000M12","15-74 years",0.8
"985","1027","Audnedal (1964-2019)","2001M01","15-74 years",1.5
"986","1027","Audnedal (1964-2019)","2001M02","15-74 years",1.2
"987","1027","Audnedal (1964-2019)","2001M03","15-74 years",0.9
"988","1027","Audnedal (1964-2019)","2001M04","15-74 years",1.2
"989","1027","Audnedal (1964-2019)","2001M05","15-74 years",1.1
"990","1027","Audnedal (1964-2019)","2001M06","15-74 years",1.5
"991","1027","Audnedal (1964-2019)","2001M07","15-74 years",1.1
"992","1027","Audnedal (1964-2019)","2001M08","15-74 years",1.5
"993","1027","Audnedal (1964-2019)","2001M09","15-74 years",1.3
"994","1027","Audnedal (1964-2019)","2001M10","15-74 years",1.5
"995","1027","Audnedal (1964-2019)","2001M11","15-74 years",1.9
"996","1027","Audnedal (1964-2019)","2001M12","15-74 years",1.3
"997","1027","Audnedal (1964-2019)","2002M01","15-74 years",2.1
"998","1027","Audnedal (1964-2019)","2002M02","15-74 years",1.9
"999","1027","Audnedal (1964-2019)","2002M03","15-74 years",1.7
"1000","1027","Audnedal (1964-2019)","2002M04","15-74 years",1.7
"1001","1027","Audnedal (1964-2019)","2002M05","15-74 years",1.2
"1002","1027","Audnedal (1964-2019)","2002M06","15-74 years",1.9
"1003","1027","Audnedal (1964-2019)","2002M07","15-74 years",1.9
"1004","1027","Audnedal (1964-2019)","2002M08","15-74 years",1.3
"1005","1027","Audnedal (1964-2019)","2002M09","15-74 years",1.7
"1006","1027","Audnedal (1964-2019)","2002M10","15-74 years",1.2
"1007","1027","Audnedal (1964-2019)","2002M11","15-74 years",1.6
"1008","1027","Audnedal (1964-2019)","2002M12","15-74 years",2.3
"1009","1027","Audnedal (1964-2019)","1999M01","15-29 years",4.2
"1010","1027","Audnedal (1964-2019)","1999M02","15-29 years",2.1
"1011","1027","Audnedal (1964-2019)","1999M03","15-29 years",2.1
"1012","1027","Audnedal (1964-2019)","1999M04","15-29 years",2.9
"1013","1027","Audnedal (1964-2019)","1999M05","15-29 years",1.2
"1014","1027","Audnedal (1964-2019)","1999M06","15-29 years",1.7
"1015","1027","Audnedal (1964-2019)","1999M07","15-29 years",2.1
"1016","1027","Audnedal (1964-2019)","1999M08","15-29 years",2.5
"1017","1027","Audnedal (1964-2019)","1999M09","15-29 years",0.8
"1018","1027","Audnedal (1964-2019)","1999M10","15-29 years",1.7
"1019","1027","Audnedal (1964-2019)","1999M11","15-29 years",1.2
"1020","1027","Audnedal (1964-2019)","1999M12","15-29 years",0.8
"1021","1027","Audnedal (1964-2019)","2000M01","15-29 years",2.3
"1022","1027","Audnedal (1964-2019)","2000M02","15-29 years",2.8
"1023","1027","Audnedal (1964-2019)","2000M03","15-29 years",3.7
"1024","1027","Audnedal (1964-2019)","2000M04","15-29 years",3.3
"1025","1027","Audnedal (1964-2019)","2000M05","15-29 years",1.4
"1026","1027","Audnedal (1964-2019)","2000M06","15-29 years",2.8
"1027","1027","Audnedal (1964-2019)","2000M07","15-29 years",1.4
"1028","1027","Audnedal (1964-2019)","2000M08","15-29 years",1.4
"1029","1027","Audnedal (1964-2019)","2000M09","15-29 years",0.5
"1030","1027","Audnedal (1964-2019)","2000M10","15-29 years",0
"1031","1027","Audnedal (1964-2019)","2000M11","15-29 years",0
"1032","1027","Audnedal (1964-2019)","2000M12","15-29 years",0.5
"1033","1027","Audnedal (1964-2019)","2001M01","15-29 years",0.9
"1034","1027","Audnedal (1964-2019)","2001M02","15-29 years",1.9
"1035","1027","Audnedal (1964-2019)","2001M03","15-29 years",1.4
"1036","1027","Audnedal (1964-2019)","2001M04","15-29 years",0.9
"1037","1027","Audnedal (1964-2019)","2001M05","15-29 years",0
"1038","1027","Audnedal (1964-2019)","2001M06","15-29 years",0.9
"1039","1027","Audnedal (1964-2019)","2001M07","15-29 years",0.9
"1040","1027","Audnedal (1964-2019)","2001M08","15-29 years",1.9
"1041","1027","Audnedal (1964-2019)","2001M09","15-29 years",0.9
"1042","1027","Audnedal (1964-2019)","2001M10","15-29 years",1.4
"1043","1027","Audnedal (1964-2019)","2001M11","15-29 years",1.9
"1044","1027","Audnedal (1964-2019)","2001M12","15-29 years",0.9
"1045","1027","Audnedal (1964-2019)","2002M01","15-29 years",2.4
"1046","1027","Audnedal (1964-2019)","2002M02","15-29 years",1.5
"1047","1027","Audnedal (1964-2019)","2002M03","15-29 years",2
"1048","1027","Audnedal (1964-2019)","2002M04","15-29 years",2
"1049","1027","Audnedal (1964-2019)","2002M05","15-29 years",1.5
"1050","1027","Audnedal (1964-2019)","2002M06","15-29 years",2.4
"1051","1027","Audnedal (1964-2019)","2002M07","15-29 years",2.9
"1052","1027","Audnedal (1964-2019)","2002M08","15-29 years",3.4
"1053","1027","Audnedal (1964-2019)","2002M09","15-29 years",2.9
"1054","1027","Audnedal (1964-2019)","2002M10","15-29 years",1.5
"1055","1027","Audnedal (1964-2019)","2002M11","15-29 years",2.9
"1056","1027","Audnedal (1964-2019)","2002M12","15-29 years",4.4
"1057","1029","Lindesnes (1964-2019)","1999M01","15-74 years",3
"1058","1029","Lindesnes (1964-2019)","1999M02","15-74 years",2.5
"1059","1029","Lindesnes (1964-2019)","1999M03","15-74 years",2.4
"1060","1029","Lindesnes (1964-2019)","1999M04","15-74 years",2.5
"1061","1029","Lindesnes (1964-2019)","1999M05","15-74 years",2.3
"1062","1029","Lindesnes (1964-2019)","1999M06","15-74 years",2.3
"1063","1029","Lindesnes (1964-2019)","1999M07","15-74 years",2.5
"1064","1029","Lindesnes (1964-2019)","1999M08","15-74 years",2.6
"1065","1029","Lindesnes (1964-2019)","1999M09","15-74 years",2.6
"1066","1029","Lindesnes (1964-2019)","1999M10","15-74 years",2.7
"1067","1029","Lindesnes (1964-2019)","1999M11","15-74 years",2.3
"1068","1029","Lindesnes (1964-2019)","1999M12","15-74 years",2.8
"1069","1029","Lindesnes (1964-2019)","2000M01","15-74 years",2.9
"1070","1029","Lindesnes (1964-2019)","2000M02","15-74 years",3
"1071","1029","Lindesnes (1964-2019)","2000M03","15-74 years",2.9
"1072","1029","Lindesnes (1964-2019)","2000M04","15-74 years",2.9
"1073","1029","Lindesnes (1964-2019)","2000M05","15-74 years",2.6
"1074","1029","Lindesnes (1964-2019)","2000M06","15-74 years",2.2
"1075","1029","Lindesnes (1964-2019)","2000M07","15-74 years",2.8
"1076","1029","Lindesnes (1964-2019)","2000M08","15-74 years",2.9
"1077","1029","Lindesnes (1964-2019)","2000M09","15-74 years",2.3
"1078","1029","Lindesnes (1964-2019)","2000M10","15-74 years",2.5
"1079","1029","Lindesnes (1964-2019)","2000M11","15-74 years",2.8
"1080","1029","Lindesnes (1964-2019)","2000M12","15-74 years",2.7
"1081","1029","Lindesnes (1964-2019)","2001M01","15-74 years",3.4
"1082","1029","Lindesnes (1964-2019)","2001M02","15-74 years",3.4
"1083","1029","Lindesnes (1964-2019)","2001M03","15-74 years",3
"1084","1029","Lindesnes (1964-2019)","2001M04","15-74 years",2.2
"1085","1029","Lindesnes (1964-2019)","2001M05","15-74 years",2.5
"1086","1029","Lindesnes (1964-2019)","2001M06","15-74 years",2.7
"1087","1029","Lindesnes (1964-2019)","2001M07","15-74 years",2.5
"1088","1029","Lindesnes (1964-2019)","2001M08","15-74 years",3.1
"1089","1029","Lindesnes (1964-2019)","2001M09","15-74 years",2.5
"1090","1029","Lindesnes (1964-2019)","2001M10","15-74 years",2.8
"1091","1029","Lindesnes (1964-2019)","2001M11","15-74 years",2.8
"1092","1029","Lindesnes (1964-2019)","2001M12","15-74 years",2.9
"1093","1029","Lindesnes (1964-2019)","2002M01","15-74 years",3.5
"1094","1029","Lindesnes (1964-2019)","2002M02","15-74 years",3.3
"1095","1029","Lindesnes (1964-2019)","2002M03","15-74 years",2.9
"1096","1029","Lindesnes (1964-2019)","2002M04","15-74 years",3.4
"1097","1029","Lindesnes (1964-2019)","2002M05","15-74 years",2.9
"1098","1029","Lindesnes (1964-2019)","2002M06","15-74 years",3.2
"1099","1029","Lindesnes (1964-2019)","2002M07","15-74 years",3.4
"1100","1029","Lindesnes (1964-2019)","2002M08","15-74 years",3.1
"1101","1029","Lindesnes (1964-2019)","2002M09","15-74 years",3.2
"1102","1029","Lindesnes (1964-2019)","2002M10","15-74 years",2.8
"1103","1029","Lindesnes (1964-2019)","2002M11","15-74 years",2.9
"1104","1029","Lindesnes (1964-2019)","2002M12","15-74 years",3
"1105","1029","Lindesnes (1964-2019)","1999M01","15-29 years",4.2
"1106","1029","Lindesnes (1964-2019)","1999M02","15-29 years",3.7
"1107","1029","Lindesnes (1964-2019)","1999M03","15-29 years",3.5
"1108","1029","Lindesnes (1964-2019)","1999M04","15-29 years",3.5
"1109","1029","Lindesnes (1964-2019)","1999M05","15-29 years",3
"1110","1029","Lindesnes (1964-2019)","1999M06","15-29 years",3.7
"1111","1029","Lindesnes (1964-2019)","1999M07","15-29 years",3.7
"1112","1029","Lindesnes (1964-2019)","1999M08","15-29 years",3.7
"1113","1029","Lindesnes (1964-2019)","1999M09","15-29 years",4.4
"1114","1029","Lindesnes (1964-2019)","1999M10","15-29 years",4.2
"1115","1029","Lindesnes (1964-2019)","1999M11","15-29 years",3.9
"1116","1029","Lindesnes (1964-2019)","1999M12","15-29 years",5.1
"1117","1029","Lindesnes (1964-2019)","2000M01","15-29 years",5.3
"1118","1029","Lindesnes (1964-2019)","2000M02","15-29 years",5.1
"1119","1029","Lindesnes (1964-2019)","2000M03","15-29 years",5
"1120","1029","Lindesnes (1964-2019)","2000M04","15-29 years",4.1
"1121","1029","Lindesnes (1964-2019)","2000M05","15-29 years",3.9
"1122","1029","Lindesnes (1964-2019)","2000M06","15-29 years",3.8
"1123","1029","Lindesnes (1964-2019)","2000M07","15-29 years",4.4
"1124","1029","Lindesnes (1964-2019)","2000M08","15-29 years",5.6
"1125","1029","Lindesnes (1964-2019)","2000M09","15-29 years",3.8
"1126","1029","Lindesnes (1964-2019)","2000M10","15-29 years",3.6
"1127","1029","Lindesnes (1964-2019)","2000M11","15-29 years",4.4
"1128","1029","Lindesnes (1964-2019)","2000M12","15-29 years",3.8
"1129","1029","Lindesnes (1964-2019)","2001M01","15-29 years",5.6
"1130","1029","Lindesnes (1964-2019)","2001M02","15-29 years",5.4
"1131","1029","Lindesnes (1964-2019)","2001M03","15-29 years",5.1
"1132","1029","Lindesnes (1964-2019)","2001M04","15-29 years",3.1
"1133","1029","Lindesnes (1964-2019)","2001M05","15-29 years",4.7
"1134","1029","Lindesnes (1964-2019)","2001M06","15-29 years",4.9
"1135","1029","Lindesnes (1964-2019)","2001M07","15-29 years",4.2
"1136","1029","Lindesnes (1964-2019)","2001M08","15-29 years",6
"1137","1029","Lindesnes (1964-2019)","2001M09","15-29 years",4.5
"1138","1029","Lindesnes (1964-2019)","2001M10","15-29 years",5.3
"1139","1029","Lindesnes (1964-2019)","2001M11","15-29 years",5.1
"1140","1029","Lindesnes (1964-2019)","2001M12","15-29 years",4.7
"1141","1029","Lindesnes (1964-2019)","2002M01","15-29 years",5.8
"1142","1029","Lindesnes (1964-2019)","2002M02","15-29 years",5.6
"1143","1029","Lindesnes (1964-2019)","2002M03","15-29 years",4.9
"1144","1029","Lindesnes (1964-2019)","2002M04","15-29 years",5.6
"1145","1029","Lindesnes (1964-2019)","2002M05","15-29 years",4.9
"1146","1029","Lindesnes (1964-2019)","2002M06","15-29 years",5.8
"1147","1029","Lindesnes (1964-2019)","2002M07","15-29 years",7.1
"1148","1029","Lindesnes (1964-2019)","2002M08","15-29 years",6
"1149","1029","Lindesnes (1964-2019)","2002M09","15-29 years",5.1
"1150","1029","Lindesnes (1964-2019)","2002M10","15-29 years",3.9
"1151","1029","Lindesnes (1964-2019)","2002M11","15-29 years",3.7
"1152","1029","Lindesnes (1964-2019)","2002M12","15-29 years",4.7
"1153","1032","Lyngdal (-2019)","1999M01","15-74 years",3.4
"1154","1032","Lyngdal (-2019)","1999M02","15-74 years",2.4
"1155","1032","Lyngdal (-2019)","1999M03","15-74 years",2.6
"1156","1032","Lyngdal (-2019)","1999M04","15-74 years",2.5
"1157","1032","Lyngdal (-2019)","1999M05","15-74 years",2
"1158","1032","Lyngdal (-2019)","1999M06","15-74 years",2.5
"1159","1032","Lyngdal (-2019)","1999M07","15-74 years",2.9
"1160","1032","Lyngdal (-2019)","1999M08","15-74 years",3.3
"1161","1032","Lyngdal (-2019)","1999M09","15-74 years",3.3
"1162","1032","Lyngdal (-2019)","1999M10","15-74 years",3.2
"1163","1032","Lyngdal (-2019)","1999M11","15-74 years",2.8
"1164","1032","Lyngdal (-2019)","1999M12","15-74 years",3.1
"1165","1032","Lyngdal (-2019)","2000M01","15-74 years",3.5
"1166","1032","Lyngdal (-2019)","2000M02","15-74 years",3.4
"1167","1032","Lyngdal (-2019)","2000M03","15-74 years",3.4
"1168","1032","Lyngdal (-2019)","2000M04","15-74 years",3.6
"1169","1032","Lyngdal (-2019)","2000M05","15-74 years",2.8
"1170","1032","Lyngdal (-2019)","2000M06","15-74 years",2.9
"1171","1032","Lyngdal (-2019)","2000M07","15-74 years",3.2
"1172","1032","Lyngdal (-2019)","2000M08","15-74 years",3.2
"1173","1032","Lyngdal (-2019)","2000M09","15-74 years",2.5
"1174","1032","Lyngdal (-2019)","2000M10","15-74 years",3
"1175","1032","Lyngdal (-2019)","2000M11","15-74 years",3
"1176","1032","Lyngdal (-2019)","2000M12","15-74 years",3
"1177","1032","Lyngdal (-2019)","2001M01","15-74 years",3.3
"1178","1032","Lyngdal (-2019)","2001M02","15-74 years",3.4
"1179","1032","Lyngdal (-2019)","2001M03","15-74 years",3.4
"1180","1032","Lyngdal (-2019)","2001M04","15-74 years",3.2
"1181","1032","Lyngdal (-2019)","2001M05","15-74 years",2.6
"1182","1032","Lyngdal (-2019)","2001M06","15-74 years",2.5
"1183","1032","Lyngdal (-2019)","2001M07","15-74 years",2.8
"1184","1032","Lyngdal (-2019)","2001M08","15-74 years",2.9
"1185","1032","Lyngdal (-2019)","2001M09","15-74 years",2.3
"1186","1032","Lyngdal (-2019)","2001M10","15-74 years",2.5
"1187","1032","Lyngdal (-2019)","2001M11","15-74 years",2.8
"1188","1032","Lyngdal (-2019)","2001M12","15-74 years",2.9
"1189","1032","Lyngdal (-2019)","2002M01","15-74 years",3.6
"1190","1032","Lyngdal (-2019)","2002M02","15-74 years",3.5
"1191","1032","Lyngdal (-2019)","2002M03","15-74 years",3.2
"1192","1032","Lyngdal (-2019)","2002M04","15-74 years",2.7
"1193","1032","Lyngdal (-2019)","2002M05","15-74 years",2.4
"1194","1032","Lyngdal (-2019)","2002M06","15-74 years",2.8
"1195","1032","Lyngdal (-2019)","2002M07","15-74 years",3.2
"1196","1032","Lyngdal (-2019)","2002M08","15-74 years",3.4
"1197","1032","Lyngdal (-2019)","2002M09","15-74 years",2.9
"1198","1032","Lyngdal (-2019)","2002M10","15-74 years",3.4
"1199","1032","Lyngdal (-2019)","2002M11","15-74 years",3
"1200","1032","Lyngdal (-2019)","2002M12","15-74 years",3.7
"1201","1032","Lyngdal (-2019)","1999M01","15-29 years",5.2
"1202","1032","Lyngdal (-2019)","1999M02","15-29 years",3.2
"1203","1032","Lyngdal (-2019)","1999M03","15-29 years",3.9
"1204","1032","Lyngdal (-2019)","1999M04","15-29 years",3.5
"1205","1032","Lyngdal (-2019)","1999M05","15-29 years",3
"1206","1032","Lyngdal (-2019)","1999M06","15-29 years",4.5
"1207","1032","Lyngdal (-2019)","1999M07","15-29 years",4.9
"1208","1032","Lyngdal (-2019)","1999M08","15-29 years",5.5
"1209","1032","Lyngdal (-2019)","1999M09","15-29 years",5.2
"1210","1032","Lyngdal (-2019)","1999M10","15-29 years",4.3
"1211","1032","Lyngdal (-2019)","1999M11","15-29 years",3.9
"1212","1032","Lyngdal (-2019)","1999M12","15-29 years",4.5
"1213","1032","Lyngdal (-2019)","2000M01","15-29 years",5.3
"1214","1032","Lyngdal (-2019)","2000M02","15-29 years",5.3
"1215","1032","Lyngdal (-2019)","2000M03","15-29 years",4.4
"1216","1032","Lyngdal (-2019)","2000M04","15-29 years",5.1
"1217","1032","Lyngdal (-2019)","2000M05","15-29 years",3.8
"1218","1032","Lyngdal (-2019)","2000M06","15-29 years",4.3
"1219","1032","Lyngdal (-2019)","2000M07","15-29 years",5.1
"1220","1032","Lyngdal (-2019)","2000M08","15-29 years",5.2
"1221","1032","Lyngdal (-2019)","2000M09","15-29 years",3.4
"1222","1032","Lyngdal (-2019)","2000M10","15-29 years",4.3
"1223","1032","Lyngdal (-2019)","2000M11","15-29 years",4.1
"1224","1032","Lyngdal (-2019)","2000M12","15-29 years",3.9
"1225","1032","Lyngdal (-2019)","2001M01","15-29 years",4.3
"1226","1032","Lyngdal (-2019)","2001M02","15-29 years",5
"1227","1032","Lyngdal (-2019)","2001M03","15-29 years",4.6
"1228","1032","Lyngdal (-2019)","2001M04","15-29 years",4.4
"1229","1032","Lyngdal (-2019)","2001M05","15-29 years",3.7
"1230","1032","Lyngdal (-2019)","2001M06","15-29 years",3.4
"1231","1032","Lyngdal (-2019)","2001M07","15-29 years",3.7
"1232","1032","Lyngdal (-2019)","2001M08","15-29 years",4.3
"1233","1032","Lyngdal (-2019)","2001M09","15-29 years",3.1
"1234","1032","Lyngdal (-2019)","2001M10","15-29 years",3.7
"1235","1032","Lyngdal (-2019)","2001M11","15-29 years",3.6
"1236","1032","Lyngdal (-2019)","2001M12","15-29 years",3.8
"1237","1032","Lyngdal (-2019)","2002M01","15-29 years",5.6
"1238","1032","Lyngdal (-2019)","2002M02","15-29 years",5
"1239","1032","Lyngdal (-2019)","2002M03","15-29 years",5
"1240","1032","Lyngdal (-2019)","2002M04","15-29 years",3.8
"1241","1032","Lyngdal (-2019)","2002M05","15-29 years",2.8
"1242","1032","Lyngdal (-2019)","2002M06","15-29 years",3.9
"1243","1032","Lyngdal (-2019)","2002M07","15-29 years",5
"1244","1032","Lyngdal (-2019)","2002M08","15-29 years",6
"1245","1032","Lyngdal (-2019)","2002M09","15-29 years",4.8
"1246","1032","Lyngdal (-2019)","2002M10","15-29 years",5.3
"1247","1032","Lyngdal (-2019)","2002M11","15-29 years",4.6
"1248","1032","Lyngdal (-2019)","2002M12","15-29 years",5
"1249","1034","Hægebostad (-2019)","1999M01","15-74 years",5.9
"1250","1034","Hægebostad (-2019)","1999M02","15-74 years",4.4
"1251","1034","Hægebostad (-2019)","1999M03","15-74 years",3
"1252","1034","Hægebostad (-2019)","1999M04","15-74 years",2.7
"1253","1034","Hægebostad (-2019)","1999M05","15-74 years",2.3
"1254","1034","Hægebostad (-2019)","1999M06","15-74 years",2.6
"1255","1034","Hægebostad (-2019)","1999M07","15-74 years",3.5
"1256","1034","Hægebostad (-2019)","1999M08","15-74 years",2.8
"1257","1034","Hægebostad (-2019)","1999M09","15-74 years",2.4
"1258","1034","Hægebostad (-2019)","1999M10","15-74 years",3
"1259","1034","Hægebostad (-2019)","1999M11","15-74 years",2.3
"1260","1034","Hægebostad (-2019)","1999M12","15-74 years",2.3
"1261","1034","Hægebostad (-2019)","2000M01","15-74 years",3.2
"1262","1034","Hægebostad (-2019)","2000M02","15-74 years",2.8
"1263","1034","Hægebostad (-2019)","2000M03","15-74 years",3.2
"1264","1034","Hægebostad (-2019)","2000M04","15-74 years",3.3
"1265","1034","Hægebostad (-2019)","2000M05","15-74 years",3.3
"1266","1034","Hægebostad (-2019)","2000M06","15-74 years",2.9
"1267","1034","Hægebostad (-2019)","2000M07","15-74 years",3.5
"1268","1034","Hægebostad (-2019)","2000M08","15-74 years",3.4
"1269","1034","Hægebostad (-2019)","2000M09","15-74 years",3.7
"1270","1034","Hægebostad (-2019)","2000M10","15-74 years",3.2
"1271","1034","Hægebostad (-2019)","2000M11","15-74 years",3.9
"1272","1034","Hægebostad (-2019)","2000M12","15-74 years",3.2
"1273","1034","Hægebostad (-2019)","2001M01","15-74 years",3.7
"1274","1034","Hægebostad (-2019)","2001M02","15-74 years",3.4
"1275","1034","Hægebostad (-2019)","2001M03","15-74 years",3.1
"1276","1034","Hægebostad (-2019)","2001M04","15-74 years",2.7
"1277","1034","Hægebostad (-2019)","2001M05","15-74 years",1.7
"1278","1034","Hægebostad (-2019)","2001M06","15-74 years",1.8
"1279","1034","Hægebostad (-2019)","2001M07","15-74 years",1.2
"1280","1034","Hægebostad (-2019)","2001M08","15-74 years",2
"1281","1034","Hægebostad (-2019)","2001M09","15-74 years",0.7
