"knr","kname","month","age","unemp"
"3456","1134","Suldal","2002M12","15-29 years",2.6
"3457","1135","Sauda","1999M01","15-74 years",4.4
"3458","1135","Sauda","1999M02","15-74 years",3.7
"3459","1135","Sauda","1999M03","15-74 years",4
"3460","1135","Sauda","1999M04","15-74 years",3.5
"3461","1135","Sauda","1999M05","15-74 years",2.7
"3462","1135","Sauda","1999M06","15-74 years",4.1
"3463","1135","Sauda","1999M07","15-74 years",3.3
"3464","1135","Sauda","1999M08","15-74 years",3.3
"3465","1135","Sauda","1999M09","15-74 years",3.2
"3466","1135","Sauda","1999M10","15-74 years",4
"3467","1135","Sauda","1999M11","15-74 years",4.2
"3468","1135","Sauda","1999M12","15-74 years",3.9
"3469","1135","Sauda","2000M01","15-74 years",4.7
"3470","1135","Sauda","2000M02","15-74 years",3.7
"3471","1135","Sauda","2000M03","15-74 years",3.7
"3472","1135","Sauda","2000M04","15-74 years",3.2
"3473","1135","Sauda","2000M05","15-74 years",4.5
"3474","1135","Sauda","2000M06","15-74 years",2.8
"3475","1135","Sauda","2000M07","15-74 years",2.9
"3476","1135","Sauda","2000M08","15-74 years",3.5
"3477","1135","Sauda","2000M09","15-74 years",3.2
"3478","1135","Sauda","2000M10","15-74 years",3
"3479","1135","Sauda","2000M11","15-74 years",3.5
"3480","1135","Sauda","2000M12","15-74 years",4.2
"3481","1135","Sauda","2001M01","15-74 years",4.2
"3482","1135","Sauda","2001M02","15-74 years",4.4
"3483","1135","Sauda","2001M03","15-74 years",3.8
"3484","1135","Sauda","2001M04","15-74 years",3.4
"3485","1135","Sauda","2001M05","15-74 years",3.4
"3486","1135","Sauda","2001M06","15-74 years",5.9
"3487","1135","Sauda","2001M07","15-74 years",3.5
"3488","1135","Sauda","2001M08","15-74 years",4
"3489","1135","Sauda","2001M09","15-74 years",3.7
"3490","1135","Sauda","2001M10","15-74 years",3.3
"3491","1135","Sauda","2001M11","15-74 years",3.7
"3492","1135","Sauda","2001M12","15-74 years",3.9
"3493","1135","Sauda","2002M01","15-74 years",4.1
"3494","1135","Sauda","2002M02","15-74 years",3.6
"3495","1135","Sauda","2002M03","15-74 years",3.4
"3496","1135","Sauda","2002M04","15-74 years",3.5
"3497","1135","Sauda","2002M05","15-74 years",10.7
"3498","1135","Sauda","2002M06","15-74 years",3.7
"3499","1135","Sauda","2002M07","15-74 years",3.9
"3500","1135","Sauda","2002M08","15-74 years",3.4
"3501","1135","Sauda","2002M09","15-74 years",3.4
"3502","1135","Sauda","2002M10","15-74 years",3.6
"3503","1135","Sauda","2002M11","15-74 years",3.6
"3504","1135","Sauda","2002M12","15-74 years",3.3
"3505","1135","Sauda","1999M01","15-29 years",6
"3506","1135","Sauda","1999M02","15-29 years",4.6
"3507","1135","Sauda","1999M03","15-29 years",4.1
"3508","1135","Sauda","1999M04","15-29 years",3.5
"3509","1135","Sauda","1999M05","15-29 years",2.5
"3510","1135","Sauda","1999M06","15-29 years",7.6
"3511","1135","Sauda","1999M07","15-29 years",3.8
"3512","1135","Sauda","1999M08","15-29 years",4.5
"3513","1135","Sauda","1999M09","15-29 years",3.8
"3514","1135","Sauda","1999M10","15-29 years",5.1
"3515","1135","Sauda","1999M11","15-29 years",5.9
"3516","1135","Sauda","1999M12","15-29 years",6.5
"3517","1135","Sauda","2000M01","15-29 years",7.8
"3518","1135","Sauda","2000M02","15-29 years",5.4
"3519","1135","Sauda","2000M03","15-29 years",4.7
"3520","1135","Sauda","2000M04","15-29 years",3.9
"3521","1135","Sauda","2000M05","15-29 years",9.3
"3522","1135","Sauda","2000M06","15-29 years",3.7
"3523","1135","Sauda","2000M07","15-29 years",4.1
"3524","1135","Sauda","2000M08","15-29 years",5.6
"3525","1135","Sauda","2000M09","15-29 years",5.2
"3526","1135","Sauda","2000M10","15-29 years",3.2
"3527","1135","Sauda","2000M11","15-29 years",4.1
"3528","1135","Sauda","2000M12","15-29 years",5.2
"3529","1135","Sauda","2001M01","15-29 years",5.8
"3530","1135","Sauda","2001M02","15-29 years",6.3
"3531","1135","Sauda","2001M03","15-29 years",5
"3532","1135","Sauda","2001M04","15-29 years",4.3
"3533","1135","Sauda","2001M05","15-29 years",4.6
"3534","1135","Sauda","2001M06","15-29 years",14.6
"3535","1135","Sauda","2001M07","15-29 years",5.3
"3536","1135","Sauda","2001M08","15-29 years",5.8
"3537","1135","Sauda","2001M09","15-29 years",5.8
"3538","1135","Sauda","2001M10","15-29 years",4.5
"3539","1135","Sauda","2001M11","15-29 years",4.8
"3540","1135","Sauda","2001M12","15-29 years",5.8
"3541","1135","Sauda","2002M01","15-29 years",6.5
"3542","1135","Sauda","2002M02","15-29 years",5.2
"3543","1135","Sauda","2002M03","15-29 years",4.6
"3544","1135","Sauda","2002M04","15-29 years",4.8
"3545","1135","Sauda","2002M05","15-29 years",33.7
"3546","1135","Sauda","2002M06","15-29 years",5.5
"3547","1135","Sauda","2002M07","15-29 years",5.2
"3548","1135","Sauda","2002M08","15-29 years",4.8
"3549","1135","Sauda","2002M09","15-29 years",4.6
"3550","1135","Sauda","2002M10","15-29 years",5.3
"3551","1135","Sauda","2002M11","15-29 years",6
"3552","1135","Sauda","2002M12","15-29 years",6
"3553","1141","Finnøy (-2019)","1999M01","15-74 years",0.8
"3554","1141","Finnøy (-2019)","1999M02","15-74 years",0.8
"3555","1141","Finnøy (-2019)","1999M03","15-74 years",0.8
"3556","1141","Finnøy (-2019)","1999M04","15-74 years",0.6
"3557","1141","Finnøy (-2019)","1999M05","15-74 years",0.3
"3558","1141","Finnøy (-2019)","1999M06","15-74 years",0.4
"3559","1141","Finnøy (-2019)","1999M07","15-74 years",0.3
"3560","1141","Finnøy (-2019)","1999M08","15-74 years",0.4
"3561","1141","Finnøy (-2019)","1999M09","15-74 years",0.6
"3562","1141","Finnøy (-2019)","1999M10","15-74 years",0.8
"3563","1141","Finnøy (-2019)","1999M11","15-74 years",0.8
"3564","1141","Finnøy (-2019)","1999M12","15-74 years",1.2
"3565","1141","Finnøy (-2019)","2000M01","15-74 years",1.7
"3566","1141","Finnøy (-2019)","2000M02","15-74 years",1.4
"3567","1141","Finnøy (-2019)","2000M03","15-74 years",1
"3568","1141","Finnøy (-2019)","2000M04","15-74 years",1.2
"3569","1141","Finnøy (-2019)","2000M05","15-74 years",1.4
"3570","1141","Finnøy (-2019)","2000M06","15-74 years",1.1
"3571","1141","Finnøy (-2019)","2000M07","15-74 years",1.7
"3572","1141","Finnøy (-2019)","2000M08","15-74 years",2.1
"3573","1141","Finnøy (-2019)","2000M09","15-74 years",1.7
"3574","1141","Finnøy (-2019)","2000M10","15-74 years",1.4
"3575","1141","Finnøy (-2019)","2000M11","15-74 years",2
"3576","1141","Finnøy (-2019)","2000M12","15-74 years",1.6
"3577","1141","Finnøy (-2019)","2001M01","15-74 years",1.4
"3578","1141","Finnøy (-2019)","2001M02","15-74 years",1.3
"3579","1141","Finnøy (-2019)","2001M03","15-74 years",1.1
"3580","1141","Finnøy (-2019)","2001M04","15-74 years",1
"3581","1141","Finnøy (-2019)","2001M05","15-74 years",0.7
"3582","1141","Finnøy (-2019)","2001M06","15-74 years",1
"3583","1141","Finnøy (-2019)","2001M07","15-74 years",1.2
"3584","1141","Finnøy (-2019)","2001M08","15-74 years",1.5
"3585","1141","Finnøy (-2019)","2001M09","15-74 years",1.2
"3586","1141","Finnøy (-2019)","2001M10","15-74 years",1.3
"3587","1141","Finnøy (-2019)","2001M11","15-74 years",1.5
"3588","1141","Finnøy (-2019)","2001M12","15-74 years",1.4
"3589","1141","Finnøy (-2019)","2002M01","15-74 years",1.6
"3590","1141","Finnøy (-2019)","2002M02","15-74 years",1.5
"3591","1141","Finnøy (-2019)","2002M03","15-74 years",1.2
"3592","1141","Finnøy (-2019)","2002M04","15-74 years",1.4
"3593","1141","Finnøy (-2019)","2002M05","15-74 years",1.2
"3594","1141","Finnøy (-2019)","2002M06","15-74 years",0.8
"3595","1141","Finnøy (-2019)","2002M07","15-74 years",1.2
"3596","1141","Finnøy (-2019)","2002M08","15-74 years",1
"3597","1141","Finnøy (-2019)","2002M09","15-74 years",1.3
"3598","1141","Finnøy (-2019)","2002M10","15-74 years",1.6
"3599","1141","Finnøy (-2019)","2002M11","15-74 years",1.4
"3600","1141","Finnøy (-2019)","2002M12","15-74 years",1.5
"3601","1141","Finnøy (-2019)","1999M01","15-29 years",0
"3602","1141","Finnøy (-2019)","1999M02","15-29 years",0.3
"3603","1141","Finnøy (-2019)","1999M03","15-29 years",0.8
"3604","1141","Finnøy (-2019)","1999M04","15-29 years",0.5
"3605","1141","Finnøy (-2019)","1999M05","15-29 years",0.3
"3606","1141","Finnøy (-2019)","1999M06","15-29 years",0.3
"3607","1141","Finnøy (-2019)","1999M07","15-29 years",0.3
"3608","1141","Finnøy (-2019)","1999M08","15-29 years",0.5
"3609","1141","Finnøy (-2019)","1999M09","15-29 years",1.3
"3610","1141","Finnøy (-2019)","1999M10","15-29 years",1.3
"3611","1141","Finnøy (-2019)","1999M11","15-29 years",0.8
"3612","1141","Finnøy (-2019)","1999M12","15-29 years",1.5
"3613","1141","Finnøy (-2019)","2000M01","15-29 years",1.5
"3614","1141","Finnøy (-2019)","2000M02","15-29 years",1.3
"3615","1141","Finnøy (-2019)","2000M03","15-29 years",1
"3616","1141","Finnøy (-2019)","2000M04","15-29 years",0.8
"3617","1141","Finnøy (-2019)","2000M05","15-29 years",1.5
"3618","1141","Finnøy (-2019)","2000M06","15-29 years",1.3
"3619","1141","Finnøy (-2019)","2000M07","15-29 years",0.8
"3620","1141","Finnøy (-2019)","2000M08","15-29 years",2.8
"3621","1141","Finnøy (-2019)","2000M09","15-29 years",1.8
"3622","1141","Finnøy (-2019)","2000M10","15-29 years",1
"3623","1141","Finnøy (-2019)","2000M11","15-29 years",1.5
"3624","1141","Finnøy (-2019)","2000M12","15-29 years",1
"3625","1141","Finnøy (-2019)","2001M01","15-29 years",0.7
"3626","1141","Finnøy (-2019)","2001M02","15-29 years",0.7
"3627","1141","Finnøy (-2019)","2001M03","15-29 years",0.7
"3628","1141","Finnøy (-2019)","2001M04","15-29 years",1
"3629","1141","Finnøy (-2019)","2001M05","15-29 years",0.7
"3630","1141","Finnøy (-2019)","2001M06","15-29 years",0.5
"3631","1141","Finnøy (-2019)","2001M07","15-29 years",1.2
"3632","1141","Finnøy (-2019)","2001M08","15-29 years",2
"3633","1141","Finnøy (-2019)","2001M09","15-29 years",1.2
"3634","1141","Finnøy (-2019)","2001M10","15-29 years",1.5
"3635","1141","Finnøy (-2019)","2001M11","15-29 years",1.2
"3636","1141","Finnøy (-2019)","2001M12","15-29 years",1.2
"3637","1141","Finnøy (-2019)","2002M01","15-29 years",2.3
"3638","1141","Finnøy (-2019)","2002M02","15-29 years",2.5
"3639","1141","Finnøy (-2019)","2002M03","15-29 years",2.3
"3640","1141","Finnøy (-2019)","2002M04","15-29 years",2.3
"3641","1141","Finnøy (-2019)","2002M05","15-29 years",1.5
"3642","1141","Finnøy (-2019)","2002M06","15-29 years",1
"3643","1141","Finnøy (-2019)","2002M07","15-29 years",1.8
"3644","1141","Finnøy (-2019)","2002M08","15-29 years",1.8
"3645","1141","Finnøy (-2019)","2002M09","15-29 years",2.3
"3646","1141","Finnøy (-2019)","2002M10","15-29 years",2.5
"3647","1141","Finnøy (-2019)","2002M11","15-29 years",1.8
"3648","1141","Finnøy (-2019)","2002M12","15-29 years",1.8
"3649","1142","Rennesøy (-2019)","1999M01","15-74 years",1.2
"3650","1142","Rennesøy (-2019)","1999M02","15-74 years",0.9
"3651","1142","Rennesøy (-2019)","1999M03","15-74 years",1.1
"3652","1142","Rennesøy (-2019)","1999M04","15-74 years",1.2
"3653","1142","Rennesøy (-2019)","1999M05","15-74 years",0.8
"3654","1142","Rennesøy (-2019)","1999M06","15-74 years",0.7
"3655","1142","Rennesøy (-2019)","1999M07","15-74 years",1.2
"3656","1142","Rennesøy (-2019)","1999M08","15-74 years",1.3
"3657","1142","Rennesøy (-2019)","1999M09","15-74 years",0.9
"3658","1142","Rennesøy (-2019)","1999M10","15-74 years",0.8
"3659","1142","Rennesøy (-2019)","1999M11","15-74 years",1.1
"3660","1142","Rennesøy (-2019)","1999M12","15-74 years",1.1
"3661","1142","Rennesøy (-2019)","2000M01","15-74 years",1.7
"3662","1142","Rennesøy (-2019)","2000M02","15-74 years",1.1
"3663","1142","Rennesøy (-2019)","2000M03","15-74 years",1.3
"3664","1142","Rennesøy (-2019)","2000M04","15-74 years",1.9
"3665","1142","Rennesøy (-2019)","2000M05","15-74 years",1.4
"3666","1142","Rennesøy (-2019)","2000M06","15-74 years",1.7
"3667","1142","Rennesøy (-2019)","2000M07","15-74 years",1.3
"3668","1142","Rennesøy (-2019)","2000M08","15-74 years",1.4
"3669","1142","Rennesøy (-2019)","2000M09","15-74 years",1.3
"3670","1142","Rennesøy (-2019)","2000M10","15-74 years",1.7
"3671","1142","Rennesøy (-2019)","2000M11","15-74 years",1.5
"3672","1142","Rennesøy (-2019)","2000M12","15-74 years",2.1
"3673","1142","Rennesøy (-2019)","2001M01","15-74 years",1.8
"3674","1142","Rennesøy (-2019)","2001M02","15-74 years",1.6
"3675","1142","Rennesøy (-2019)","2001M03","15-74 years",1.5
"3676","1142","Rennesøy (-2019)","2001M04","15-74 years",1.3
"3677","1142","Rennesøy (-2019)","2001M05","15-74 years",1
"3678","1142","Rennesøy (-2019)","2001M06","15-74 years",0.8
"3679","1142","Rennesøy (-2019)","2001M07","15-74 years",1.2
"3680","1142","Rennesøy (-2019)","2001M08","15-74 years",1.2
"3681","1142","Rennesøy (-2019)","2001M09","15-74 years",1.4
"3682","1142","Rennesøy (-2019)","2001M10","15-74 years",1.6
"3683","1142","Rennesøy (-2019)","2001M11","15-74 years",2
"3684","1142","Rennesøy (-2019)","2001M12","15-74 years",2.1
"3685","1142","Rennesøy (-2019)","2002M01","15-74 years",2.8
"3686","1142","Rennesøy (-2019)","2002M02","15-74 years",2.6
"3687","1142","Rennesøy (-2019)","2002M03","15-74 years",2.1
"3688","1142","Rennesøy (-2019)","2002M04","15-74 years",1.6
"3689","1142","Rennesøy (-2019)","2002M05","15-74 years",1.3
"3690","1142","Rennesøy (-2019)","2002M06","15-74 years",1.4
"3691","1142","Rennesøy (-2019)","2002M07","15-74 years",1.8
"3692","1142","Rennesøy (-2019)","2002M08","15-74 years",1.6
"3693","1142","Rennesøy (-2019)","2002M09","15-74 years",1.5
"3694","1142","Rennesøy (-2019)","2002M10","15-74 years",1.6
"3695","1142","Rennesøy (-2019)","2002M11","15-74 years",1.6
"3696","1142","Rennesøy (-2019)","2002M12","15-74 years",1.6
"3697","1142","Rennesøy (-2019)","1999M01","15-29 years",1.5
"3698","1142","Rennesøy (-2019)","1999M02","15-29 years",0.6
"3699","1142","Rennesøy (-2019)","1999M03","15-29 years",1.1
"3700","1142","Rennesøy (-2019)","1999M04","15-29 years",1.1
"3701","1142","Rennesøy (-2019)","1999M05","15-29 years",0.9
"3702","1142","Rennesøy (-2019)","1999M06","15-29 years",0.4
"3703","1142","Rennesøy (-2019)","1999M07","15-29 years",2.4
"3704","1142","Rennesøy (-2019)","1999M08","15-29 years",2.2
"3705","1142","Rennesøy (-2019)","1999M09","15-29 years",1.1
"3706","1142","Rennesøy (-2019)","1999M10","15-29 years",1.1
"3707","1142","Rennesøy (-2019)","1999M11","15-29 years",1.3
"3708","1142","Rennesøy (-2019)","1999M12","15-29 years",1.3
"3709","1142","Rennesøy (-2019)","2000M01","15-29 years",2.7
"3710","1142","Rennesøy (-2019)","2000M02","15-29 years",1.7
"3711","1142","Rennesøy (-2019)","2000M03","15-29 years",2.1
"3712","1142","Rennesøy (-2019)","2000M04","15-29 years",2.9
"3713","1142","Rennesøy (-2019)","2000M05","15-29 years",2.1
"3714","1142","Rennesøy (-2019)","2000M06","15-29 years",3.1
"3715","1142","Rennesøy (-2019)","2000M07","15-29 years",1.7
"3716","1142","Rennesøy (-2019)","2000M08","15-29 years",2.3
"3717","1142","Rennesøy (-2019)","2000M09","15-29 years",1.5
"3718","1142","Rennesøy (-2019)","2000M10","15-29 years",1.5
"3719","1142","Rennesøy (-2019)","2000M11","15-29 years",1.9
"3720","1142","Rennesøy (-2019)","2000M12","15-29 years",2.7
"3721","1142","Rennesøy (-2019)","2001M01","15-29 years",2.6
"3722","1142","Rennesøy (-2019)","2001M02","15-29 years",3.4
"3723","1142","Rennesøy (-2019)","2001M03","15-29 years",2.4
"3724","1142","Rennesøy (-2019)","2001M04","15-29 years",1.7
"3725","1142","Rennesøy (-2019)","2001M05","15-29 years",1.5
"3726","1142","Rennesøy (-2019)","2001M06","15-29 years",1.1
"3727","1142","Rennesøy (-2019)","2001M07","15-29 years",1.9
"3728","1142","Rennesøy (-2019)","2001M08","15-29 years",1.7
"3729","1142","Rennesøy (-2019)","2001M09","15-29 years",2.4
"3730","1142","Rennesøy (-2019)","2001M10","15-29 years",2.8
"3731","1142","Rennesøy (-2019)","2001M11","15-29 years",3.4
"3732","1142","Rennesøy (-2019)","2001M12","15-29 years",2.6
"3733","1142","Rennesøy (-2019)","2002M01","15-29 years",4.6
"3734","1142","Rennesøy (-2019)","2002M02","15-29 years",4.6
"3735","1142","Rennesøy (-2019)","2002M03","15-29 years",3.3
"3736","1142","Rennesøy (-2019)","2002M04","15-29 years",2.8
"3737","1142","Rennesøy (-2019)","2002M05","15-29 years",1.7
"3738","1142","Rennesøy (-2019)","2002M06","15-29 years",2
"3739","1142","Rennesøy (-2019)","2002M07","15-29 years",3.3
"3740","1142","Rennesøy (-2019)","2002M08","15-29 years",1.7
"3741","1142","Rennesøy (-2019)","2002M09","15-29 years",1.1
"3742","1142","Rennesøy (-2019)","2002M10","15-29 years",0.4
"3743","1142","Rennesøy (-2019)","2002M11","15-29 years",1.1
"3744","1142","Rennesøy (-2019)","2002M12","15-29 years",1.1
"3745","1144","Kvitsøy","1999M01","15-74 years",1.5
"3746","1144","Kvitsøy","1999M02","15-74 years",0.4
"3747","1144","Kvitsøy","1999M03","15-74 years",1.5
"3748","1144","Kvitsøy","1999M04","15-74 years",1.5
"3749","1144","Kvitsøy","1999M05","15-74 years",0.8
"3750","1144","Kvitsøy","1999M06","15-74 years",1.1
"3751","1144","Kvitsøy","1999M07","15-74 years",1.1
"3752","1144","Kvitsøy","1999M08","15-74 years",2.6
"3753","1144","Kvitsøy","1999M09","15-74 years",2.3
"3754","1144","Kvitsøy","1999M10","15-74 years",1.9
"3755","1144","Kvitsøy","1999M11","15-74 years",1.5
"3756","1144","Kvitsøy","1999M12","15-74 years",2.6
"3757","1144","Kvitsøy","2000M01","15-74 years",2
"3758","1144","Kvitsøy","2000M02","15-74 years",2
"3759","1144","Kvitsøy","2000M03","15-74 years",2.4
"3760","1144","Kvitsøy","2000M04","15-74 years",2.4
"3761","1144","Kvitsøy","2000M05","15-74 years",2
"3762","1144","Kvitsøy","2000M06","15-74 years",2
"3763","1144","Kvitsøy","2000M07","15-74 years",1.2
"3764","1144","Kvitsøy","2000M08","15-74 years",1.6
"3765","1144","Kvitsøy","2000M09","15-74 years",1.6
"3766","1144","Kvitsøy","2000M10","15-74 years",3.2
"3767","1144","Kvitsøy","2000M11","15-74 years",3.5
"3768","1144","Kvitsøy","2000M12","15-74 years",4.3
"3769","1144","Kvitsøy","2001M01","15-74 years",3.3
"3770","1144","Kvitsøy","2001M02","15-74 years",4.4
"3771","1144","Kvitsøy","2001M03","15-74 years",3.3
"3772","1144","Kvitsøy","2001M04","15-74 years",2.2
"3773","1144","Kvitsøy","2001M05","15-74 years",2.9
"3774","1144","Kvitsøy","2001M06","15-74 years",2.6
"3775","1144","Kvitsøy","2001M07","15-74 years",2.9
"3776","1144","Kvitsøy","2001M08","15-74 years",2.6
"3777","1144","Kvitsøy","2001M09","15-74 years",2.6
"3778","1144","Kvitsøy","2001M10","15-74 years",2.9
"3779","1144","Kvitsøy","2001M11","15-74 years",1.8
"3780","1144","Kvitsøy","2001M12","15-74 years",1.8
"3781","1144","Kvitsøy","2002M01","15-74 years",2.2
"3782","1144","Kvitsøy","2002M02","15-74 years",2.6
"3783","1144","Kvitsøy","2002M03","15-74 years",2.6
"3784","1144","Kvitsøy","2002M04","15-74 years",3.4
"3785","1144","Kvitsøy","2002M05","15-74 years",3
"3786","1144","Kvitsøy","2002M06","15-74 years",3
"3787","1144","Kvitsøy","2002M07","15-74 years",2.2
"3788","1144","Kvitsøy","2002M08","15-74 years",3.4
"3789","1144","Kvitsøy","2002M09","15-74 years",1.9
"3790","1144","Kvitsøy","2002M10","15-74 years",2.2
"3791","1144","Kvitsøy","2002M11","15-74 years",1.5
"3792","1144","Kvitsøy","2002M12","15-74 years",1.5
"3793","1144","Kvitsøy","1999M01","15-29 years",0
"3794","1144","Kvitsøy","1999M02","15-29 years",0
"3795","1144","Kvitsøy","1999M03","15-29 years",1.5
"3796","1144","Kvitsøy","1999M04","15-29 years",0
"3797","1144","Kvitsøy","1999M05","15-29 years",0
"3798","1144","Kvitsøy","1999M06","15-29 years",1.5
"3799","1144","Kvitsøy","1999M07","15-29 years",1.5
"3800","1144","Kvitsøy","1999M08","15-29 years",1.5
"3801","1144","Kvitsøy","1999M09","15-29 years",1.5
"3802","1144","Kvitsøy","1999M10","15-29 years",1.5
"3803","1144","Kvitsøy","1999M11","15-29 years",0
"3804","1144","Kvitsøy","1999M12","15-29 years",4.6
"3805","1144","Kvitsøy","2000M01","15-29 years",1.7
"3806","1144","Kvitsøy","2000M02","15-29 years",1.7
"3807","1144","Kvitsøy","2000M03","15-29 years",3.4
"3808","1144","Kvitsøy","2000M04","15-29 years",3.4
"3809","1144","Kvitsøy","2000M05","15-29 years",3.4
"3810","1144","Kvitsøy","2000M06","15-29 years",1.7
"3811","1144","Kvitsøy","2000M07","15-29 years",0
"3812","1144","Kvitsøy","2000M08","15-29 years",0
"3813","1144","Kvitsøy","2000M09","15-29 years",0
"3814","1144","Kvitsøy","2000M10","15-29 years",0
"3815","1144","Kvitsøy","2000M11","15-29 years",1.7
"3816","1144","Kvitsøy","2000M12","15-29 years",3.4
"3817","1144","Kvitsøy","2001M01","15-29 years",1.5
"3818","1144","Kvitsøy","2001M02","15-29 years",2.9
"3819","1144","Kvitsøy","2001M03","15-29 years",1.5
"3820","1144","Kvitsøy","2001M04","15-29 years",0
"3821","1144","Kvitsøy","2001M05","15-29 years",1.5
"3822","1144","Kvitsøy","2001M06","15-29 years",1.5
"3823","1144","Kvitsøy","2001M07","15-29 years",1.5
"3824","1144","Kvitsøy","2001M08","15-29 years",2.9
"3825","1144","Kvitsøy","2001M09","15-29 years",1.5
"3826","1144","Kvitsøy","2001M10","15-29 years",5.8
"3827","1144","Kvitsøy","2001M11","15-29 years",2.9
"3828","1144","Kvitsøy","2001M12","15-29 years",1.5
"3829","1144","Kvitsøy","2002M01","15-29 years",1.5
"3830","1144","Kvitsøy","2002M02","15-29 years",1.5
"3831","1144","Kvitsøy","2002M03","15-29 years",1.5
"3832","1144","Kvitsøy","2002M04","15-29 years",4.6
"3833","1144","Kvitsøy","2002M05","15-29 years",3.1
"3834","1144","Kvitsøy","2002M06","15-29 years",3.1
"3835","1144","Kvitsøy","2002M07","15-29 years",1.5
"3836","1144","Kvitsøy","2002M08","15-29 years",3.1
"3837","1144","Kvitsøy","2002M09","15-29 years",0
"3838","1144","Kvitsøy","2002M10","15-29 years",0
"3839","1144","Kvitsøy","2002M11","15-29 years",1.5
"3840","1144","Kvitsøy","2002M12","15-29 years",1.5
"3841","1145","Bokn","1999M01","15-74 years",0.2
"3842","1145","Bokn","1999M02","15-74 years",0.9
"3843","1145","Bokn","1999M03","15-74 years",0.2
"3844","1145","Bokn","1999M04","15-74 years",0.9
"3845","1145","Bokn","1999M05","15-74 years",0.7
"3846","1145","Bokn","1999M06","15-74 years",0.7
"3847","1145","Bokn","1999M07","15-74 years",0.9
"3848","1145","Bokn","1999M08","15-74 years",1.4
"3849","1145","Bokn","1999M09","15-74 years",0.9
"3850","1145","Bokn","1999M10","15-74 years",2.4
"3851","1145","Bokn","1999M11","15-74 years",1.7
"3852","1145","Bokn","1999M12","15-74 years",0.9
"3853","1145","Bokn","2000M01","15-74 years",4.4
"3854","1145","Bokn","2000M02","15-74 years",2.7
"3855","1145","Bokn","2000M03","15-74 years",2.4
"3856","1145","Bokn","2000M04","15-74 years",2
"3857","1145","Bokn","2000M05","15-74 years",2.7
"3858","1145","Bokn","2000M06","15-74 years",2.4
"3859","1145","Bokn","2000M07","15-74 years",2
"3860","1145","Bokn","2000M08","15-74 years",2.4
"3861","1145","Bokn","2000M09","15-74 years",2.4
"3862","1145","Bokn","2000M10","15-74 years",2.4
"3863","1145","Bokn","2000M11","15-74 years",1.7
"3864","1145","Bokn","2000M12","15-74 years",2.2
"3865","1145","Bokn","2001M01","15-74 years",2.5
"3866","1145","Bokn","2001M02","15-74 years",2.8
"3867","1145","Bokn","2001M03","15-74 years",2.5
"3868","1145","Bokn","2001M04","15-74 years",2.3
"3869","1145","Bokn","2001M05","15-74 years",3
"3870","1145","Bokn","2001M06","15-74 years",2.3
"3871","1145","Bokn","2001M07","15-74 years",2.5
"3872","1145","Bokn","2001M08","15-74 years",2.3
"3873","1145","Bokn","2001M09","15-74 years",2
"3874","1145","Bokn","2001M10","15-74 years",2
"3875","1145","Bokn","2001M11","15-74 years",1.5
"3876","1145","Bokn","2001M12","15-74 years",1.8
"3877","1145","Bokn","2002M01","15-74 years",2.5
"3878","1145","Bokn","2002M02","15-74 years",2.5
"3879","1145","Bokn","2002M03","15-74 years",2.3
"3880","1145","Bokn","2002M04","15-74 years",1.8
"3881","1145","Bokn","2002M05","15-74 years",2.3
"3882","1145","Bokn","2002M06","15-74 years",2
"3883","1145","Bokn","2002M07","15-74 years",2
"3884","1145","Bokn","2002M08","15-74 years",2.5
"3885","1145","Bokn","2002M09","15-74 years",1.8
"3886","1145","Bokn","2002M10","15-74 years",2.3
"3887","1145","Bokn","2002M11","15-74 years",2.3
"3888","1145","Bokn","2002M12","15-74 years",2.5
"3889","1145","Bokn","1999M01","15-29 years",0
"3890","1145","Bokn","1999M02","15-29 years",0.7
"3891","1145","Bokn","1999M03","15-29 years",0
"3892","1145","Bokn","1999M04","15-29 years",1.5
"3893","1145","Bokn","1999M05","15-29 years",1.5
"3894","1145","Bokn","1999M06","15-29 years",1.5
"3895","1145","Bokn","1999M07","15-29 years",0.7
"3896","1145","Bokn","1999M08","15-29 years",0.7
"3897","1145","Bokn","1999M09","15-29 years",1.5
"3898","1145","Bokn","1999M10","15-29 years",3.6
"3899","1145","Bokn","1999M11","15-29 years",2.2
"3900","1145","Bokn","1999M12","15-29 years",0.7
"3901","1145","Bokn","2000M01","15-29 years",7.5
"3902","1145","Bokn","2000M02","15-29 years",4.2
"3903","1145","Bokn","2000M03","15-29 years",4.2
"3904","1145","Bokn","2000M04","15-29 years",3.3
"3905","1145","Bokn","2000M05","15-29 years",5
"3906","1145","Bokn","2000M06","15-29 years",4.2
"3907","1145","Bokn","2000M07","15-29 years",2.5
"3908","1145","Bokn","2000M08","15-29 years",2.5
"3909","1145","Bokn","2000M09","15-29 years",1.7
"3910","1145","Bokn","2000M10","15-29 years",0.8
"3911","1145","Bokn","2000M11","15-29 years",0.8
"3912","1145","Bokn","2000M12","15-29 years",1.7
"3913","1145","Bokn","2001M01","15-29 years",2.8
"3914","1145","Bokn","2001M02","15-29 years",2.8
"3915","1145","Bokn","2001M03","15-29 years",1.9
"3916","1145","Bokn","2001M04","15-29 years",2.8
"3917","1145","Bokn","2001M05","15-29 years",3.7
"3918","1145","Bokn","2001M06","15-29 years",2.8
"3919","1145","Bokn","2001M07","15-29 years",1.9
